;Fabricante;Modelo;Ano;Tipo de Combustivel;Motor HP;Nº de Cilindros;Tipo Transmissão;Tração;Nº de Portas;Categoria de Mercado;Tamanho Veículo;Estilo Veículo;KM/L Estrada;KM/L Cidade;Popularidade;Preço Sugerido Fabricante
4388;Ford;Explorer Sport;2003;Gasolina Comum;203.0;6.0;MANUAL;tracao nas 4 rodas;2.0;;Medio;SUV de 2 portas;7.23;5.95;5657;122291.17
4389;Ford;Explorer Sport;2003;Gasolina Comum;203.0;6.0;Automático;tracao nas 4 rodas;2.0;;Medio;SUV de 2 portas;7.65;5.95;5657;132240.54
4390;Ford;Explorer Sport;2003;Gasolina Comum;203.0;6.0;MANUAL;tracao traseira;2.0;;Medio;SUV de 2 portas;8.5;6.38;5657;107453.11
4391;Ford;Explorer;2015;Flex 01 (Gasolina / Etanol);290.0;6.0;Automático;tracao dianteira;4.0;Crossover,Flex Fuel,Performance;Medio;SUV de 4 portas;10.2;7.23;5657;162137.76
4392;Ford;Explorer;2015;Flex 01 (Gasolina / Etanol);290.0;6.0;Automático;tracao em todas as rodas;4.0;Crossover,Flex Fuel,Performance;Medio;SUV de 4 portas;9.78;7.23;5657;197513.27
4393;Ford;Explorer;2015;Flex 01 (Gasolina / Etanol);290.0;6.0;Automático;tracao dianteira;4.0;Crossover,Flex Fuel,Performance;Medio;SUV de 4 portas;10.2;7.23;5657;187686.73
4394;Ford;Explorer;2015;Flex 01 (Gasolina / Etanol);290.0;6.0;Automático;tracao em todas as rodas;4.0;Crossover,Flex Fuel;Medio;SUV de 4 portas;9.78;7.23;5657;160663.78
4395;Ford;Explorer;2015;Flex 01 (Gasolina / Etanol);290.0;6.0;Automático;tracao dianteira;4.0;Crossover,Flex Fuel;Medio;SUV de 4 portas;10.2;7.23;5657;150837.24
4396;Ford;Explorer;2015;Gasolina Comum;365.0;6.0;Automático;tracao em todas as rodas;4.0;Crossover,Performance;Medio;SUV de 4 portas;9.35;6.8;5657;211761.73
4397;Ford;Explorer;2015;Flex 01 (Gasolina / Etanol);290.0;6.0;Automático;tracao em todas as rodas;4.0;Crossover,Flex Fuel,Performance;Medio;SUV de 4 portas;9.78;7.23;5657;171964.29
4398;Ford;Explorer;2016;Flex 01 (Gasolina / Etanol);290.0;6.0;Automático;tracao em todas as rodas;4.0;Crossover,Flex Fuel;Medio;SUV de 4 portas;9.78;6.8;5657;173929.59
4399;Ford;Explorer;2016;Flex 01 (Gasolina / Etanol);290.0;6.0;Automático;tracao dianteira;4.0;Crossover,Flex Fuel;Medio;SUV de 4 portas;10.2;7.23;5657;202917.86
4400;Ford;Explorer;2016;Gasolina Comum;365.0;6.0;Automático;tracao em todas as rodas;4.0;Crossover;Medio;SUV de 4 portas;9.35;6.8;5657;260255.66
4401;Ford;Explorer;2016;Gasolina Comum;365.0;6.0;Automático;tracao em todas as rodas;4.0;Crossover;Medio;SUV de 4 portas;9.35;6.8;5657;213727.04
4402;Ford;Explorer;2016;Flex 01 (Gasolina / Etanol);290.0;6.0;Automático;tracao dianteira;4.0;Crossover,Flex Fuel;Medio;SUV de 4 portas;10.2;7.23;5657;152556.89
4403;Ford;Explorer;2016;Flex 01 (Gasolina / Etanol);290.0;6.0;Automático;tracao em todas as rodas;4.0;Crossover,Flex Fuel;Medio;SUV de 4 portas;9.78;6.8;5657;162383.42
4404;Ford;Explorer;2016;Flex 01 (Gasolina / Etanol);290.0;6.0;Automático;tracao em todas as rodas;4.0;Crossover,Flex Fuel;Medio;SUV de 4 portas;9.78;6.8;5657;212744.39
4405;Ford;Explorer;2016;Flex 01 (Gasolina / Etanol);290.0;6.0;Automático;tracao dianteira;4.0;Crossover,Flex Fuel;Medio;SUV de 4 portas;10.2;7.23;5657;164103.06
4406;Ford;Explorer;2017;Gasolina Comum;365.0;6.0;Automático;tracao em todas as rodas;4.0;Crossover,Performance;Medio;SUV de 4 portas;9.35;6.8;5657;261557.68
4407;Ford;Explorer;2017;Flex 01 (Gasolina / Etanol);290.0;6.0;Automático;tracao em todas as rodas;4.0;Crossover,Flex Fuel;Medio;SUV de 4 portas;9.78;6.8;5657;163660.87
4408;Ford;Explorer;2017;Gasolina Comum;280.0;4.0;Automático;tracao dianteira;4.0;Crossover,Flex Fuel,Performance;Medio;SUV de 4 portas;11.48;8.08;5657;204023.34
4409;Ford;Explorer;2017;Flex 01 (Gasolina / Etanol);290.0;6.0;Automático;tracao dianteira;4.0;Crossover,Flex Fuel;Medio;SUV de 4 portas;10.2;7.23;5657;165208.55
4410;Ford;Explorer;2017;Flex 01 (Gasolina / Etanol);290.0;6.0;Automático;tracao dianteira;4.0;Crossover,Flex Fuel;Medio;SUV de 4 portas;10.2;7.23;5657;153097.35
4411;Ford;Explorer;2017;Gasolina Comum;365.0;6.0;Automático;tracao em todas as rodas;4.0;Crossover,Performance;Medio;SUV de 4 portas;9.35;6.8;5657;222104.16
4412;Ford;Explorer;2017;Flex 01 (Gasolina / Etanol);290.0;6.0;Automático;tracao em todas as rodas;4.0;Crossover,Flex Fuel;Medio;SUV de 4 portas;9.78;6.8;5657;175772.07
4413;Ford;Explorer;2017;Gasolina Comum;280.0;4.0;Automático;tracao em todas as rodas;4.0;Crossover,Flex Fuel,Performance;Medio;SUV de 4 portas;10.63;7.65;5657;214586.86
4414;Mitsubishi;Expo;1993;Gasolina Comum;136.0;4.0;MANUAL;tracao dianteira;2.0;Hatchback;Pequeno;Hatchback de 2 portas;11.05;8.08;436;9826.53
4415;Mitsubishi;Expo;1993;Gasolina Comum;136.0;4.0;MANUAL;tracao nas 4 rodas;2.0;Hatchback;Pequeno;Hatchback de 2 portas;9.35;7.23;436;9826.53
4416;Mitsubishi;Expo;1993;Gasolina Comum;113.0;4.0;MANUAL;tracao dianteira;2.0;Hatchback;Pequeno;Hatchback de 2 portas;11.05;8.93;436;9826.53
4417;Mitsubishi;Expo;1993;Gasolina Comum;136.0;4.0;MANUAL;tracao dianteira;4.0;Hatchback;Pequeno;Hatchback de 4 portas;11.05;8.08;436;9826.53
4418;Mitsubishi;Expo;1993;Gasolina Comum;136.0;4.0;MANUAL;tracao nas 4 rodas;4.0;Hatchback;Pequeno;Hatchback de 4 portas;9.35;7.23;436;9826.53
4419;Mitsubishi;Expo;1993;Gasolina Comum;136.0;4.0;MANUAL;tracao nas 4 rodas;4.0;Hatchback;Pequeno;Hatchback de 4 portas;9.35;7.23;436;9826.53
4420;Mitsubishi;Expo;1993;Gasolina Comum;136.0;4.0;MANUAL;tracao dianteira;4.0;Hatchback;Pequeno;Hatchback de 4 portas;11.05;8.08;436;9826.53
4421;Mitsubishi;Expo;1994;Gasolina Comum;136.0;4.0;MANUAL;tracao nas 4 rodas;4.0;Hatchback;Pequeno;Hatchback de 4 portas;9.35;7.65;436;9826.53
4422;Mitsubishi;Expo;1994;Gasolina Comum;136.0;4.0;Automático;tracao dianteira;2.0;Hatchback;Pequeno;Hatchback de 2 portas;10.2;7.65;436;9826.53
4423;Mitsubishi;Expo;1994;Gasolina Comum;113.0;4.0;MANUAL;tracao dianteira;2.0;Hatchback;Pequeno;Hatchback de 2 portas;11.48;8.93;436;9826.53
4424;Mitsubishi;Expo;1994;Gasolina Comum;136.0;4.0;MANUAL;tracao dianteira;2.0;Hatchback;Pequeno;Hatchback de 2 portas;10.63;8.08;436;9826.53
4425;Mitsubishi;Expo;1994;Gasolina Comum;136.0;4.0;MANUAL;tracao dianteira;4.0;Hatchback;Pequeno;Hatchback de 4 portas;10.63;8.08;436;9826.53
4426;Mitsubishi;Expo;1995;Gasolina Comum;136.0;4.0;Automático;tracao nas 4 rodas;4.0;Hatchback;Pequeno;Hatchback de 4 portas;8.93;7.23;436;9826.53
4427;Mitsubishi;Expo;1995;Gasolina Comum;136.0;4.0;Automático;tracao dianteira;4.0;Hatchback;Pequeno;Hatchback de 4 portas;10.2;7.65;436;9826.53
4428;Chevrolet;Express Cargo;2014;Flex 01 (Gasolina / Etanol);310.0;8.0;Automático;tracao em todas as rodas;3.0;Flex Fuel;Medio;Van de Carga;7.23;5.53;1385;160958.57
4429;Chevrolet;Express Cargo;2014;Gasolina Comum;195.0;6.0;Automático;tracao traseira;3.0;Flex Fuel;Medio;Van de Carga;8.08;5.95;1385;136146.58
4430;Chevrolet;Express;2014;Flex 01 (Gasolina / Etanol);310.0;8.0;Automático;tracao em todas as rodas;3.0;Flex Fuel;Medio;Van de Passageiros;7.23;5.53;1385;169630.48
4431;Chevrolet;Express;2014;Flex 01 (Gasolina / Etanol);285.0;8.0;Automático;tracao traseira;3.0;Flex Fuel;Medio;Van de Passageiros;7.23;4.68;1385;167837.14
4432;Chevrolet;Express;2014;Flex 01 (Gasolina / Etanol);310.0;8.0;Automático;tracao traseira;3.0;Flex Fuel;Medio;Van de Passageiros;7.23;5.53;1385;152163.83
4433;Chevrolet;Express;2014;Flex 01 (Gasolina / Etanol);285.0;8.0;Automático;tracao traseira;3.0;Flex Fuel;Grande;Van de Passageiros;7.23;4.68;1385;177024.95
4434;Chevrolet;Express;2014;Flex 01 (Gasolina / Etanol);285.0;8.0;Automático;tracao traseira;3.0;Flex Fuel;Medio;Van de Passageiros;7.23;4.68;1385;156561.2
4435;Chevrolet;Express;2015;Flex 01 (Gasolina / Etanol);285.0;8.0;Automático;tracao traseira;3.0;Flex Fuel;Medio;Van de Passageiros;7.23;4.68;1385;158158.01
4436;Chevrolet;Express;2015;Flex 01 (Gasolina / Etanol);285.0;8.0;Automático;tracao traseira;3.0;Flex Fuel;Medio;Van de Passageiros;7.23;4.68;1385;169433.95
4437;Chevrolet;Express;2015;Flex 01 (Gasolina / Etanol);285.0;8.0;Automático;tracao traseira;3.0;Flex Fuel;Medio;Van de Passageiros;7.23;4.68;1385;176459.92
4438;Chevrolet;Express;2015;Flex 01 (Gasolina / Etanol);285.0;8.0;Automático;tracao traseira;3.0;Flex Fuel;Grande;Van de Passageiros;7.23;4.68;1385;180316.84
4439;Chevrolet;Express;2015;Flex 01 (Gasolina / Etanol);285.0;8.0;Automático;tracao traseira;3.0;Flex Fuel;Grande;Van de Passageiros;7.23;4.68;1385;178621.76
4440;Chevrolet;Express;2015;Flex 01 (Gasolina / Etanol);285.0;8.0;Automático;tracao traseira;3.0;Flex Fuel;Medio;Van de Passageiros;7.23;4.68;1385;167124.72
4441;Chevrolet;Express;2016;Flex 01 (Gasolina / Etanol);285.0;8.0;Automático;tracao traseira;3.0;Flex Fuel;Grande;Van de Passageiros;6.8;4.68;1385;184247.45
4442;Chevrolet;Express;2016;Flex 01 (Gasolina / Etanol);285.0;8.0;Automático;tracao traseira;3.0;Flex Fuel;Medio;Van de Passageiros;6.8;4.68;1385;162088.62
4443;Chevrolet;Express;2016;Flex 01 (Gasolina / Etanol);285.0;8.0;Automático;tracao traseira;3.0;Flex Fuel;Medio;Van de Passageiros;6.8;4.68;1385;173364.57
4444;Chevrolet;Express;2016;Flex 01 (Gasolina / Etanol);285.0;8.0;Automático;tracao traseira;3.0;Flex Fuel;Medio;Van de Passageiros;6.8;4.68;1385;180390.54
4445;Chevrolet;Express;2016;Flex 01 (Gasolina / Etanol);285.0;8.0;Automático;tracao traseira;3.0;Flex Fuel;Medio;Van de Passageiros;6.8;4.68;1385;171055.33
4446;Chevrolet;Express;2016;Flex 01 (Gasolina / Etanol);285.0;8.0;Automático;tracao traseira;3.0;Flex Fuel;Grande;Van de Passageiros;6.8;4.68;1385;182552.37
4447;Ford;F-150 Heritage;2004;Gasolina Comum;202.0;6.0;MANUAL;tracao traseira;4.0;;Grande;Picape Cabine Estendida;8.08;6.38;5657;109541.25
4448;Ford;F-150 Heritage;2004;Gasolina Comum;231.0;8.0;Automático;tracao nas 4 rodas;4.0;;Grande;Picape Cabine Estendida;7.23;5.53;5657;128531.02
4449;Ford;F-150 Heritage;2004;Gasolina Comum;202.0;6.0;MANUAL;tracao nas 4 rodas;2.0;;Grande;Picape Cabine Simples;7.65;5.53;5657;117083.11
4450;Ford;F-150 Heritage;2004;Gasolina Comum;202.0;6.0;MANUAL;tracao traseira;2.0;;Grande;Picape Cabine Simples;8.08;6.38;5657;109639.52
4451;Ford;F-150 Heritage;2004;Gasolina Comum;202.0;6.0;MANUAL;tracao nas 4 rodas;2.0;;Grande;Picape Cabine Simples;7.65;5.53;5657;126418.32
4452;Ford;F-150 Heritage;2004;Gasolina Comum;202.0;6.0;MANUAL;tracao traseira;2.0;;Grande;Picape Cabine Simples;8.08;6.38;5657;100672.81
4453;Ford;F-150 Heritage;2004;Gasolina Comum;202.0;6.0;MANUAL;tracao traseira;4.0;;Grande;Picape Cabine Estendida;8.08;6.38;5657;123617.76
4454;Ford;F-150 Heritage;2004;Gasolina Comum;231.0;8.0;Automático;tracao nas 4 rodas;4.0;;Grande;Picape Cabine Estendida;7.23;5.53;5657;130005.0
4455;Ford;F-150 Heritage;2004;Gasolina Comum;202.0;6.0;MANUAL;tracao traseira;2.0;;Grande;Picape Cabine Simples;8.08;6.38;5657;111113.49
4456;Ford;F-150 Heritage;2004;Gasolina Comum;202.0;6.0;MANUAL;tracao traseira;2.0;;Grande;Picape Cabine Simples;8.08;6.38;5657;113791.22
4457;Ford;F-150 Heritage;2004;Gasolina Comum;202.0;6.0;MANUAL;tracao nas 4 rodas;2.0;;Grande;Picape Cabine Simples;7.65;5.53;5657;130570.03
4458;Ford;F-150 Heritage;2004;Gasolina Comum;202.0;6.0;MANUAL;tracao traseira;2.0;;Grande;Picape Cabine Simples;8.08;6.38;5657;97823.11
4459;Ford;F-150 Heritage;2004;Gasolina Comum;202.0;6.0;MANUAL;tracao nas 4 rodas;2.0;;Grande;Picape Cabine Simples;7.65;5.53;5657;127892.3
4460;Ford;F-150 Heritage;2004;Gasolina Comum;202.0;6.0;MANUAL;tracao traseira;2.0;;Grande;Picape Cabine Simples;8.08;6.38;5657;96349.13
4461;Ford;F-150 Heritage;2004;Gasolina Comum;231.0;8.0;Automático;tracao traseira;4.0;;Grande;Picape Cabine Estendida;7.65;5.95;5657;111015.23
4462;Ford;F-150 Heritage;2004;Gasolina Comum;231.0;8.0;Automático;tracao traseira;4.0;;Grande;Picape Cabine Estendida;7.65;5.95;5657;125091.73
4463;Ford;F-150 Heritage;2004;Gasolina Comum;231.0;8.0;Automático;tracao nas 4 rodas;4.0;;Grande;Picape Cabine Estendida;7.23;5.53;5657;142361.86
4464;Ford;F-150 Heritage;2004;Gasolina Comum;202.0;6.0;MANUAL;tracao nas 4 rodas;2.0;;Grande;Picape Cabine Simples;7.65;5.53;5657;114405.38
4465;Ford;F-150 Heritage;2004;Gasolina Comum;231.0;8.0;Automático;tracao nas 4 rodas;4.0;;Grande;Picape Cabine Estendida;7.23;5.53;5657;143835.84
4466;Ford;F-150 Heritage;2004;Gasolina Comum;202.0;6.0;MANUAL;tracao nas 4 rodas;2.0;;Grande;Picape Cabine Simples;7.65;5.53;5657;112931.4
4467;Ford;F-150 SVT Lightning;1995;Gasolina Comum;240.0;8.0;Automático;tracao traseira;2.0;;Grande;Picape Cabine Simples;6.38;4.68;5657;22149.0
4468;Ford;F-150 SVT Lightning;1999;Gasolina Comum;360.0;8.0;Automático;tracao traseira;2.0;Factory Tuner,Performance;Grande;Picape Cabine Simples;6.38;5.1;5657;27961.39
4469;Ford;F-150 SVT Lightning;2000;Gasolina Comum;360.0;8.0;Automático;tracao traseira;2.0;Factory Tuner,Performance;Grande;Picape Cabine Simples;6.38;5.1;5657;28791.73
4470;Ford;F-150;2015;Gasolina Comum;325.0;6.0;Automático;tracao nas 4 rodas;4.0;Flex Fuel;Grande;Picape Cabine Dupla;9.78;7.65;5657;221539.13
4471;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);282.0;6.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;Picape Cabine Estendida;10.63;7.65;5657;168058.24
4472;Ford;F-150;2015;Gasolina Comum;325.0;6.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;Picape Cabine Estendida;11.05;8.08;5657;173487.4
4473;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);282.0;6.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;Picape Cabine Dupla;10.63;7.65;5657;179604.41
4474;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);385.0;8.0;Automático;tracao nas 4 rodas;4.0;Flex Fuel;Grande;Picape Cabine Dupla;8.93;6.38;5657;271728.14
4475;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);385.0;8.0;Automático;tracao nas 4 rodas;4.0;Flex Fuel;Grande;Picape Cabine Estendida;8.93;6.38;5657;215127.32
4476;Ford;F-150;2015;Gasolina Comum;325.0;6.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;Picape Cabine Estendida;11.05;8.08;5657;193140.46
4477;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);282.0;6.0;Automático;tracao nas 4 rodas;2.0;Flex Fuel;Grande;Picape Cabine Simples;9.78;7.23;5657;152188.39
4478;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);385.0;8.0;Automático;tracao nas 4 rodas;4.0;Flex Fuel;Grande;Picape Cabine Estendida;8.93;6.38;5657;194000.28
4479;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);282.0;6.0;Automático;tracao traseira;2.0;Flex Fuel;Grande;Picape Cabine Simples;10.63;7.65;5657;153883.47
4480;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);282.0;6.0;Automático;tracao nas 4 rodas;4.0;Flex Fuel;Grande;Picape Cabine Estendida;9.78;7.23;5657;164668.09
4481;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);385.0;8.0;Automático;tracao nas 4 rodas;4.0;Flex Fuel;Grande;Picape Cabine Dupla;8.93;6.38;5657;258167.53
4482;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);385.0;8.0;Automático;tracao nas 4 rodas;4.0;Flex Fuel;Grande;Picape Cabine Estendida;8.93;6.38;5657;173733.06
4483;Ford;F-150;2015;Gasolina Comum;325.0;6.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;Picape Cabine Dupla;11.05;8.08;5657;185058.14
4484;Ford;F-150;2015;Gasolina Comum;325.0;6.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;Picape Cabine Estendida;11.05;8.08;5657;194614.44
4485;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);282.0;6.0;Automático;tracao nas 4 rodas;4.0;Flex Fuel;Grande;Picape Cabine Dupla;9.78;7.23;5657;177147.78
4486;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);282.0;6.0;Automático;tracao traseira;2.0;Flex Fuel;Grande;Picape Cabine Simples;10.63;7.65;5657;127892.3
4487;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);385.0;8.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;Picape Cabine Dupla;9.35;6.38;5657;253450.79
4488;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);385.0;8.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;Picape Cabine Dupla;8.93;6.38;5657;241339.59
4489;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);282.0;6.0;Automático;tracao traseira;2.0;Flex Fuel;Grande;Picape Cabine Simples;10.63;7.65;5657;155382.02
4490;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);385.0;8.0;Automático;tracao nas 4 rodas;4.0;Flex Fuel;Grande;Picape Cabine Dupla;8.93;6.38;5657;226698.06
4491;Ford;F-150;2015;Gasolina Comum;325.0;6.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;Picape Cabine Dupla;11.05;8.08;5657;165355.94
4492;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);385.0;8.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;Picape Cabine Dupla;9.35;6.38;5657;242813.57
4493;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);282.0;6.0;Automático;tracao nas 4 rodas;4.0;Flex Fuel;Grande;Picape Cabine Estendida;9.78;7.23;5657;184886.17
4494;Ford;F-150;2015;Gasolina Comum;325.0;6.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;Picape Cabine Dupla;11.05;8.08;5657;206209.74
4495;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);282.0;6.0;Automático;tracao nas 4 rodas;2.0;Flex Fuel;Grande;Picape Cabine Simples;9.78;7.23;5657;170711.4
4496;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);385.0;8.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;Picape Cabine Dupla;9.35;6.38;5657;254924.77
4497;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);282.0;6.0;Automático;tracao nas 4 rodas;2.0;Flex Fuel;Grande;Picape Cabine Simples;9.78;7.23;5657;150714.41
4498;Ford;F-150;2015;Gasolina Comum;325.0;6.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;Picape Cabine Dupla;11.05;8.08;5657;204735.77
4499;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);385.0;8.0;Automático;tracao nas 4 rodas;4.0;Flex Fuel;Grande;Picape Cabine Dupla;8.93;6.38;5657;259641.51
4500;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);385.0;8.0;Automático;tracao nas 4 rodas;4.0;Flex Fuel;Grande;Picape Cabine Dupla;8.93;6.38;5657;205571.02
4501;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);282.0;6.0;Automático;tracao traseira;2.0;Flex Fuel;Grande;Picape Cabine Simples;10.63;7.65;5657;129366.28
4502;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);282.0;6.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;Picape Cabine Estendida;10.63;7.65;5657;147840.15
4503;Ford;F-150;2015;Gasolina Comum;325.0;6.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;Picape Cabine Estendida;11.05;8.08;5657;153293.88
4504;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);282.0;6.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;Picape Cabine Dupla;10.63;7.65;5657;159902.22
4505;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);385.0;8.0;Automático;tracao nas 4 rodas;4.0;Flex Fuel;Grande;Picape Cabine Dupla;8.93;6.38;5657;270278.72
4506;Ford;F-150;2015;Gasolina Comum;325.0;6.0;Automático;tracao nas 4 rodas;4.0;Flex Fuel;Grande;Picape Cabine Estendida;9.78;7.65;5657;209968.39
4507;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);282.0;6.0;Automático;tracao nas 4 rodas;2.0;Flex Fuel;Grande;Picape Cabine Simples;9.78;7.23;5657;172185.38
4508;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);385.0;8.0;Automático;tracao nas 4 rodas;4.0;Flex Fuel;Grande;Picape Cabine Dupla;8.93;6.38;5657;185795.13
4509;Ford;F-150;2015;Flex 01 (Gasolina / Etanol);282.0;6.0;Automático;tracao nas 4 rodas;4.0;Flex Fuel;Grande;Picape Cabine Dupla;9.78;7.23;5657;196776.28
4510;Ford;F-150;2016;Flex 01 (Gasolina / Etanol);282.0;6.0;Automático;tracao nas 4 rodas;2.0;Flex Fuel;Grande;Picape Cabine Simples;9.78;7.23;5657;153220.18
4511;Ford;F-150;2016;Flex 01 (Gasolina / Etanol);385.0;8.0;Automático;tracao nas 4 rodas;4.0;Flex Fuel;Grande;Picape Cabine Dupla;8.93;6.38;5657;264210.84
4512;Ford;F-150;2016;Flex 01 (Gasolina / Etanol);282.0;6.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;Picape Cabine Dupla;10.63;7.65;5657;182478.67
4513;Ford;F-150;2016;Flex 01 (Gasolina / Etanol);282.0;6.0;Automático;tracao traseira;2.0;Flex Fuel;Grande;Picape Cabine Simples;10.63;7.65;5657;130398.06
4514;Ford;F-150;2016;Flex 01 (Gasolina / Etanol);282.0;6.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;Picape Cabine Estendida;10.63;7.65;5657;150345.92
4515;Ford;F-150;2016;Flex 01 (Gasolina / Etanol);385.0;8.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;Picape Cabine Dupla;9.35;6.38;5657;259494.11
4516;Ford;F-150;2016;Flex 01 (Gasolina / Etanol);385.0;8.0;Automático;tracao nas 4 rodas;4.0;Flex Fuel;Grande;Picape Cabine Dupla;8.93;6.38;5657;262736.86
4517;Ford;F-150;2016;Flex 01 (Gasolina / Etanol);385.0;8.0;Automático;tracao nas 4 rodas;4.0;Flex Fuel;Grande;Picape Cabine Dupla;8.93;6.38;5657;276297.47
4518;Ford;F-150;2016;Flex 01 (Gasolina / Etanol);385.0;8.0;Automático;tracao nas 4 rodas;4.0;Flex Fuel;Grande;Picape Cabine Estendida;8.93;6.38;5657;196874.54
4519;Ford;F-150;2016;Flex 01 (Gasolina / Etanol);385.0;8.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;Picape Cabine Dupla;8.93;6.38;5657;245908.93
4520;Ford;F-150;2016;Flex 01 (Gasolina / Etanol);282.0;6.0;Automático;tracao traseira;2.0;Flex Fuel;Grande;Picape Cabine Simples;10.63;7.65;5657;156757.73
4521;Ford;F-150;2016;Flex 01 (Gasolina / Etanol);282.0;6.0;Automático;tracao nas 4 rodas;2.0;Flex Fuel;Grande;Picape Cabine Simples;9.78;7.23;5657;173585.66
4522;Ford;F-150;2016;Flex 01 (Gasolina / Etanol);282.0;6.0;Automático;tracao traseira;2.0;Flex Fuel;Grande;Picape Cabine Simples;10.63;7.65;5657;131872.04
4523;Ford;F-150;2016;Gasolina Comum;325.0;6.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;Picape Cabine Dupla;11.05;8.08;5657;167861.71
4524;Ford;F-150;2016;Gasolina Comum;365.0;6.0;Automático;tracao traseira;4.0;;Grande;Picape Cabine Dupla;10.63;7.65;5657;289317.63
4525;Ford;F-150;2016;Gasolina Comum;325.0;6.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;Picape Cabine Estendida;11.05;8.08;5657;176361.66
4526;Ford;F-150;2016;Flex 01 (Gasolina / Etanol);385.0;8.0;Automático;tracao nas 4 rodas;4.0;Flex Fuel;Grande;Picape Cabine Estendida;8.93;6.38;5657;176238.83
4527;Ford;F-150;2016;Gasolina Comum;365.0;6.0;Automático;tracao nas 4 rodas;4.0;;Grande;Picape Cabine Dupla;9.78;7.23;5657;306145.56
4528;Ford;F-150;2016;Flex 01 (Gasolina / Etanol);282.0;6.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;Picape Cabine Estendida;10.63;7.65;5657;170932.5
4529;Ford;F-150;2016;Gasolina Comum;325.0;6.0;Automático;tracao nas 4 rodas;4.0;Flex Fuel;Grande;Picape Cabine Estendida;9.78;7.65;5657;213677.91
4530;Ford;F-150;2016;Flex 01 (Gasolina / Etanol);282.0;6.0;Automático;tracao traseira;2.0;Flex Fuel;Grande;Picape Cabine Simples;10.63;7.65;5657;158256.28
4531;Ford;F-150;2016;Flex 01 (Gasolina / Etanol);282.0;6.0;Automático;tracao nas 4 rodas;4.0;Flex Fuel;Grande;Picape Cabine Dupla;9.78;7.23;5657;179653.55
4532;Ford;F-150;2016;Flex 01 (Gasolina / Etanol);282.0;6.0;Automático;tracao nas 4 rodas;2.0;Flex Fuel;Grande;Picape Cabine Simples;9.78;7.23;5657;154694.16
4533;Ford;F-150;2016;Gasolina Comum;325.0;6.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;Picape Cabine Estendida;11.05;8.08;5657;198323.95
4534;Ford;F-150;2016;Flex 01 (Gasolina / Etanol);282.0;6.0;Automático;tracao traseira;4.0;Flex Fuel;Grande;Picape Cabine Dupla;10.63;7.65;5657;162407.98
